SaleDate,StoreId,ProductId,Quantity
2026-03-03,20,25,3
2026-03-07,1,19,2
2026-03-04,21,4,1
2026-03-02,6,15,1
2026-03-01,21,1,1
2026-03-07,25,14,2
2026-03-05,39,22,4
2026-03-06,49,19,5
2026-03-05,35,33,3
2026-03-06,17,27,5
2026-03-04,22,11,4
2026-03-02,22,46,4
2026-03-06,24,21,5
2026-03-02,22,16,5
2026-03-01,13,45,1
2026-03-05,38,22,3
2026-03-01,7,26,3
2026-03-04,37,19,4
2026-03-07,6,28,3
2026-03-02,34,3,2
2026-03-06,39,42,2
2026-03-04,24,39,1
2026-03-03,42,22,3
2026-03-04,19,16,4
2026-03-01,37,28,1
2026-03-07,18,10,1
2026-03-01,32,1,1
2026-03-07,39,27,3
2026-03-02,35,17,5
2026-03-07,6,47,3
2026-03-03,17,10,4
2026-03-03,42,18,3
2026-03-06,40,27,3
2026-03-01,1,14,3
2026-03-05,39,12,5
2026-03-04,36,16,4
2026-03-03,50,17,4
2026-03-01,25,44,5
2026-03-06,50,36,3
2026-03-02,28,39,2
2026-03-02,26,14,1
2026-03-02,50,17,1
2026-03-03,42,12,1
2026-03-07,50,6,4
2026-03-01,30,17,2
2026-03-04,30,24,2
2026-03-07,32,38,1
2026-03-03,35,17,1
2026-03-07,49,33,5
2026-03-04,12,18,2
2026-03-05,8,18,2
2026-03-02,37,2,5
2026-03-07,3,29,3
2026-03-02,23,38,4
2026-03-01,49,9,4
2026-03-02,10,45,4
2026-03-04,10,8,5
2026-03-03,8,11,5
2026-03-02,1,33,2
2026-03-02,12,3,1
2026-03-05,47,14,2
2026-03-01,39,42,3
2026-03-02,49,46,3
2026-03-01,37,5,3
2026-03-02,32,38,1
2026-03-05,7,25,4
2026-03-06,39,18,1
2026-03-06,20,23,5
2026-03-07,50,2,2
2026-03-07,33,30,4
2026-03-03,31,34,2
2026-03-02,37,38,3
2026-03-07,9,6,3
2026-03-04,50,31,3
2026-03-04,28,20,2
2026-03-03,32,37,5
2026-03-04,6,28,1
2026-03-06,39,28,3
2026-03-01,2,35,5
2026-03-04,7,24,1
2026-03-01,43,14,4
2026-03-03,44,16,5
2026-03-03,27,44,2
2026-03-02,13,15,4
2026-03-07,43,43,1
2026-03-02,35,39,1
2026-03-05,26,28,3
2026-03-03,32,2,2
2026-03-01,14,18,3
2026-03-03,5,27,4
2026-03-06,31,35,1
2026-03-07,9,17,4
2026-03-06,48,6,3
2026-03-02,17,47,2
2026-03-01,6,50,4
2026-03-03,43,33,4
2026-03-04,28,15,5
2026-03-07,37,19,4
2026-03-03,11,18,3
2026-03-07,30,12,3
2026-03-02,39,38,2
2026-03-04,23,2,4
2026-03-03,2,24,2
2026-03-01,38,17,5
2026-03-07,48,34,2
2026-03-07,18,45,5
2026-03-05,17,14,1
2026-03-07,18,17,3
2026-03-07,27,31,3
2026-03-01,16,11,1
2026-03-04,28,32,5
2026-03-02,6,35,3
2026-03-07,20,30,1
2026-03-07,44,30,5
2026-03-07,38,38,2
2026-03-02,50,38,5
2026-03-05,50,20,3
2026-03-02,40,43,4
2026-03-06,32,43,2
2026-03-05,1,37,3
2026-03-05,36,10,4
2026-03-06,15,29,5
2026-03-07,39,34,2
2026-03-04,50,44,3
2026-03-06,33,10,2
2026-03-06,7,21,1
2026-03-04,47,14,2
2026-03-01,14,7,5
2026-03-01,14,29,3
2026-03-06,8,12,2
2026-03-04,20,32,2
2026-03-01,26,6,4
2026-03-06,17,28,1
2026-03-06,24,38,3
2026-03-03,6,4,5
2026-03-01,14,49,4
2026-03-05,41,16,2
2026-03-03,20,37,4
2026-03-03,40,42,2
2026-03-04,1,48,1
2026-03-06,26,27,4
2026-03-06,4,2,3
2026-03-04,4,9,4
2026-03-01,20,19,1
2026-03-03,49,38,2
2026-03-02,42,18,2
2026-03-05,46,32,1
2026-03-05,22,2,2
2026-03-02,3,50,3
2026-03-06,15,47,3
2026-03-06,37,38,2
2026-03-02,3,28,1
2026-03-03,34,46,3
2026-03-02,33,41,1
2026-03-02,9,5,5
2026-03-04,50,48,1
2026-03-01,45,27,1
2026-03-03,44,22,1
2026-03-01,9,26,3
2026-03-01,1,9,3
2026-03-03,30,32,5
2026-03-04,26,1,3
2026-03-02,50,19,3
2026-03-02,7,7,5
2026-03-06,34,16,2
2026-03-04,27,32,3
2026-03-02,39,25,1
2026-03-01,17,47,1
2026-03-07,28,23,5
2026-03-03,50,29,3
2026-03-07,2,39,3
2026-03-04,44,48,5
2026-03-01,36,35,3
2026-03-05,43,3,5
2026-03-07,4,36,4
2026-03-01,45,19,5
2026-03-01,11,29,4
2026-03-05,15,23,5
2026-03-01,40,22,3
2026-03-06,12,3,2
2026-03-06,30,5,3
2026-03-05,27,23,1
2026-03-04,32,45,2
2026-03-02,41,26,5
2026-03-05,42,18,2
2026-03-03,16,12,4
2026-03-02,44,16,5
2026-03-03,28,3,4
2026-03-01,17,47,3
2026-03-06,48,15,3
2026-03-06,22,7,1
2026-03-03,8,26,2
2026-03-03,22,42,5
2026-03-07,39,5,3
2026-03-03,18,9,4
2026-03-02,29,37,5
2026-03-05,8,15,5
2026-03-07,4,10,4
2026-03-04,42,27,5
2026-03-02,10,17,1
2026-03-03,1,31,5
2026-03-06,6,43,2
2026-03-02,22,5,3
2026-03-06,27,15,1
2026-03-05,9,23,2
2026-03-06,29,22,2
2026-03-02,7,20,1
2026-03-02,12,17,1
2026-03-01,3,21,2
2026-03-07,38,12,3
2026-03-03,2,36,3
2026-03-07,38,47,1
2026-03-04,18,9,1
2026-03-06,4,14,4
2026-03-05,20,37,3
2026-03-06,42,1,1
2026-03-01,47,21,4
2026-03-01,5,12,5
2026-03-07,50,48,5
2026-03-07,50,11,3
2026-03-02,19,26,5
2026-03-01,16,21,5
2026-03-06,31,32,3
2026-03-01,32,38,3
2026-03-01,35,17,1
2026-03-03,11,45,3
2026-03-01,12,4,4
2026-03-01,23,47,3
2026-03-02,12,20,2
2026-03-03,7,49,4
2026-03-04,23,48,3
2026-03-04,34,47,2
2026-03-02,24,40,1
2026-03-05,8,9,1
2026-03-04,3,39,5
2026-03-02,33,42,2
2026-03-05,2,20,4
2026-03-02,21,8,5
2026-03-06,28,28,5
2026-03-02,20,49,3
2026-03-03,38,26,4
2026-03-05,39,47,1
2026-03-01,20,44,2
2026-03-03,8,28,5
2026-03-05,31,42,3
2026-03-03,8,4,5
2026-03-03,46,23,1
2026-03-05,15,37,1
2026-03-01,17,26,3
2026-03-02,10,34,5
2026-03-01,18,36,5
2026-03-04,45,27,3
2026-03-01,35,14,4
2026-03-04,27,8,1
2026-03-05,33,17,4
2026-03-03,42,22,4
2026-03-05,40,9,1
2026-03-05,3,36,3
2026-03-07,46,17,5
2026-03-04,11,16,3
2026-03-03,44,5,5
2026-03-01,5,26,3
2026-03-02,19,41,3
2026-03-06,45,30,2
2026-03-07,46,10,4
2026-03-06,25,47,5
2026-03-07,42,35,4
2026-03-02,12,35,3
2026-03-03,46,20,3
2026-03-06,26,39,3
2026-03-02,31,43,2
2026-03-02,10,30,1
2026-03-03,4,50,3
2026-03-01,28,35,5
2026-03-07,7,46,1
2026-03-03,44,18,5
2026-03-05,17,8,5
2026-03-04,7,27,3
2026-03-01,32,25,1
2026-03-05,32,36,4
2026-03-02,33,16,1
2026-03-02,8,23,4
2026-03-02,26,26,4
2026-03-05,30,9,2
2026-03-02,46,31,5
2026-03-01,34,28,2
2026-03-04,29,21,2
2026-03-01,29,13,2
2026-03-03,7,49,4
2026-03-04,12,37,3
2026-03-07,19,35,5
2026-03-05,47,41,3
2026-03-04,5,43,4
2026-03-01,41,38,3
2026-03-01,6,30,4
2026-03-06,4,37,4
2026-03-02,10,10,3
2026-03-05,21,43,1
2026-03-02,6,1,4
2026-03-07,28,29,4
2026-03-06,43,46,5
2026-03-06,26,15,4
2026-03-03,20,33,3
2026-03-05,4,39,5
2026-03-05,3,37,3
2026-03-06,18,47,1
2026-03-02,42,27,5
2026-03-06,4,31,3
2026-03-04,49,45,5
2026-03-02,38,47,4
2026-03-07,30,5,2
2026-03-06,22,19,1
2026-03-03,10,2,5
2026-03-06,8,45,3
2026-03-07,44,38,5
2026-03-07,19,42,2
2026-03-06,5,45,4
2026-03-02,44,35,5
2026-03-01,50,27,1
2026-03-02,36,14,5
2026-03-04,22,29,4
2026-03-01,35,38,2
2026-03-01,24,49,2
2026-03-01,1,39,3
2026-03-06,40,23,4
2026-03-04,36,47,3
2026-03-04,8,40,5
2026-03-05,37,9,2
2026-03-05,47,23,3
2026-03-06,11,15,1
2026-03-03,26,30,4
2026-03-07,21,45,1
2026-03-02,1,20,3
2026-03-02,30,15,4
2026-03-04,6,5,5
2026-03-07,47,39,2
2026-03-03,38,35,1
2026-03-04,11,37,3
2026-03-04,18,18,1
2026-03-01,11,29,1
2026-03-02,35,30,4
2026-03-03,35,49,1
2026-03-05,36,4,4
2026-03-01,20,11,3
2026-03-06,12,20,1
2026-03-06,42,28,1
2026-03-02,43,49,5
2026-03-02,14,32,2
2026-03-04,1,33,2
2026-03-03,9,1,4
2026-03-06,35,22,5
2026-03-01,3,22,1
2026-03-02,47,15,5
2026-03-06,22,19,3
2026-03-01,29,17,3
2026-03-06,3,38,2
2026-03-01,40,7,1
2026-03-06,50,5,3
2026-03-02,40,18,1
2026-03-03,36,45,2
2026-03-03,43,39,2
2026-03-07,37,23,1
2026-03-05,11,5,4
2026-03-06,26,45,4
2026-03-07,3,39,2
2026-03-07,16,19,1
2026-03-06,37,35,1
2026-03-01,17,2,3
2026-03-05,6,5,5
2026-03-03,22,21,2
2026-03-03,50,25,3
2026-03-07,17,36,4
2026-03-07,31,6,2
2026-03-07,28,15,1
2026-03-04,31,24,2
2026-03-01,21,3,2
2026-03-02,34,4,4
2026-03-04,1,23,3
2026-03-05,21,1,5
2026-03-06,42,13,3
2026-03-01,50,8,3
2026-03-02,35,23,1
2026-03-06,49,20,4
2026-03-07,8,15,5
2026-03-07,10,17,2
2026-03-02,50,13,5
2026-03-02,31,36,3
2026-03-04,19,14,4
2026-03-03,48,13,1
2026-03-02,29,4,3
2026-03-02,46,47,3
2026-03-05,39,28,3
2026-03-01,5,50,4
2026-03-04,1,13,1
2026-03-06,14,17,4
2026-03-07,46,31,3
2026-03-05,38,16,5
2026-03-07,13,33,2
2026-03-01,42,1,2
2026-03-01,41,14,2
2026-03-01,11,21,3
2026-03-03,32,8,2
2026-03-05,11,16,1
2026-03-02,23,27,2
2026-03-03,25,38,5
2026-03-04,28,30,5
2026-03-04,31,27,4
2026-03-01,45,49,5
2026-03-07,47,29,4
2026-03-04,9,4,1
2026-03-05,49,15,4
2026-03-07,32,7,4
2026-03-03,36,3,3
2026-03-01,20,47,3
2026-03-05,27,50,4
2026-03-01,25,17,5
2026-03-02,19,1,2
2026-03-07,38,40,1
2026-03-03,35,14,3
2026-03-02,45,48,5
2026-03-04,45,18,2
2026-03-06,21,45,3
2026-03-01,3,7,5
2026-03-02,15,49,1
2026-03-05,25,23,3
2026-03-05,42,38,3
2026-03-07,47,7,2
2026-03-01,23,13,4
2026-03-05,9,15,2
2026-03-01,2,49,5
2026-03-04,22,16,5
2026-03-05,42,47,1
2026-03-06,9,43,4
2026-03-04,20,11,4
2026-03-01,41,21,5
2026-03-02,27,24,3
2026-03-06,20,19,1
2026-03-01,39,50,3
2026-03-04,31,4,1
2026-03-04,46,47,1
2026-03-07,1,33,5
2026-03-05,24,15,1
2026-03-07,32,4,2
2026-03-05,3,28,5
2026-03-07,38,2,2
2026-03-04,46,6,5
2026-03-02,13,13,5
2026-03-03,1,7,2
2026-03-07,17,47,2
2026-03-07,26,48,2
2026-03-01,9,3,2
2026-03-05,33,49,3
2026-03-01,7,13,4
2026-03-07,36,31,1
2026-03-07,35,39,2
2026-03-02,23,45,5
2026-03-04,43,23,2
2026-03-01,15,3,3
2026-03-06,34,6,2
2026-03-07,38,14,3
2026-03-02,40,39,1
2026-03-06,18,17,1
2026-03-06,43,19,2
2026-03-06,30,8,4
2026-03-03,6,43,5
2026-03-02,35,18,4
2026-03-01,41,48,2
2026-03-05,17,11,1
2026-03-04,13,3,3
2026-03-05,36,10,1
2026-03-04,14,29,2
2026-03-07,42,36,2
2026-03-04,24,50,4
2026-03-07,21,17,3
2026-03-03,1,5,5
2026-03-03,6,30,3
2026-03-05,11,39,3
2026-03-04,37,49,3
2026-03-07,35,17,5
2026-03-01,4,43,2
2026-03-01,37,35,1
2026-03-03,23,13,1
2026-03-07,23,50,4
2026-03-05,12,38,2
2026-03-05,9,33,4
2026-03-01,11,34,4
2026-03-04,21,43,1
2026-03-01,20,24,2
2026-03-02,42,43,4
2026-03-04,24,4,1
2026-03-07,39,28,1
2026-03-06,14,49,4
2026-03-07,47,12,5
2026-03-03,7,10,5
2026-03-01,45,32,5
2026-03-05,4,46,3
2026-03-07,33,27,4
2026-03-03,5,49,2
2026-03-01,24,38,2
2026-03-05,30,4,2
2026-03-04,8,13,1
2026-03-02,26,47,1
2026-03-05,48,31,3
2026-03-06,8,29,5
2026-03-06,2,5,1
2026-03-06,10,16,5
2026-03-07,1,44,5
2026-03-03,45,12,3
2026-03-06,21,24,3
2026-03-06,38,19,3
2026-03-06,26,7,3
2026-03-04,22,20,5
2026-03-07,43,22,4
2026-03-04,50,24,2
2026-03-06,20,11,1
2026-03-05,49,32,4
2026-03-06,8,36,3
2026-03-05,6,4,1
2026-03-05,32,19,2
2026-03-01,45,19,3
2026-03-05,47,3,3
2026-03-04,30,49,5
2026-03-07,11,31,3
2026-03-04,10,42,4
2026-03-07,19,35,2
2026-03-05,48,13,4
2026-03-06,17,49,5
2026-03-05,12,10,5
2026-03-01,34,28,4
2026-03-07,6,15,1
2026-03-02,44,25,3
2026-03-04,34,29,3
2026-03-06,31,19,4
2026-03-02,3,42,4
2026-03-05,13,38,1
2026-03-05,6,12,4
2026-03-01,32,20,5
2026-03-05,7,41,4
2026-03-01,29,9,5
2026-03-04,38,15,1
2026-03-06,26,4,5
2026-03-07,26,40,5
2026-03-06,46,1,4
2026-03-03,8,27,1
2026-03-05,40,24,5
2026-03-02,36,41,4
2026-03-06,30,31,4
2026-03-07,50,10,5
2026-03-07,32,20,1
2026-03-01,12,43,3
2026-03-06,22,1,4
2026-03-01,7,21,5
2026-03-01,6,9,4
2026-03-02,21,43,1
2026-03-05,20,10,2
2026-03-07,9,5,5
2026-03-05,4,37,4
2026-03-06,21,1,3
2026-03-07,49,2,5
2026-03-05,4,28,4
2026-03-02,34,30,4
2026-03-06,27,33,3
2026-03-06,18,21,4
2026-03-01,29,30,4
2026-03-03,8,2,1
2026-03-03,35,9,4
2026-03-01,38,37,2
2026-03-03,50,18,4
2026-03-06,27,5,2
2026-03-05,16,3,1
2026-03-03,10,47,3
2026-03-01,18,21,2
2026-03-03,18,26,3
2026-03-01,27,13,3
2026-03-04,48,35,1
2026-03-06,18,8,5
2026-03-01,39,42,3
2026-03-04,18,5,1
2026-03-01,43,31,2
2026-03-06,38,31,4
2026-03-03,18,47,1
2026-03-04,40,30,2
2026-03-02,31,37,4
2026-03-05,49,20,1
2026-03-01,7,21,2
2026-03-04,46,45,1
2026-03-02,25,23,1
2026-03-07,2,36,4
2026-03-03,47,37,3
2026-03-03,6,16,2
2026-03-02,27,11,5
2026-03-05,24,20,1
2026-03-04,27,10,4
2026-03-03,19,11,3
2026-03-04,45,40,5
2026-03-03,21,20,2
2026-03-07,50,14,4
2026-03-02,49,33,5
2026-03-06,10,3,1
2026-03-05,1,20,4
2026-03-01,16,37,2
2026-03-06,4,21,5
2026-03-06,16,49,3
2026-03-03,17,44,4
2026-03-01,48,49,4
2026-03-02,36,45,3
2026-03-07,14,43,1
2026-03-03,11,36,3
2026-03-04,50,46,1
2026-03-05,1,22,5
2026-03-05,15,49,5
2026-03-07,7,30,3
2026-03-03,15,45,4
2026-03-01,38,31,2
2026-03-04,12,26,3
2026-03-02,14,34,3
2026-03-05,26,1,2
2026-03-03,42,4,1
2026-03-04,8,4,5
2026-03-06,48,25,4
2026-03-05,19,41,1
2026-03-03,48,21,4
2026-03-03,27,30,3
2026-03-04,44,30,2
2026-03-05,24,17,3
2026-03-01,13,4,3
2026-03-02,39,13,5
2026-03-05,36,32,3
2026-03-06,39,44,5
2026-03-04,33,9,4
2026-03-01,14,48,5
2026-03-02,30,30,4
2026-03-04,38,14,2
2026-03-05,1,32,3
2026-03-03,17,40,3
2026-03-05,26,4,4
2026-03-07,7,38,4
2026-03-07,37,44,5
2026-03-03,36,19,5
2026-03-03,10,13,4
2026-03-02,31,17,5
2026-03-04,18,44,4
2026-03-01,23,29,1
2026-03-06,31,47,3
2026-03-02,15,49,1
2026-03-06,43,33,5
2026-03-07,14,50,5
2026-03-05,39,6,1
2026-03-01,8,20,1
2026-03-02,8,11,3
2026-03-02,2,31,3
2026-03-02,38,7,4
2026-03-06,40,33,1
2026-03-02,7,39,2
2026-03-07,27,2,1
2026-03-03,48,4,2
2026-03-03,24,2,4
2026-03-02,41,21,1
2026-03-01,22,43,5
2026-03-02,6,33,1
2026-03-02,16,7,5
2026-03-01,6,45,5
2026-03-03,3,8,4
2026-03-01,2,9,2
2026-03-07,13,10,4
2026-03-06,22,22,5
2026-03-03,31,47,4
2026-03-02,48,5,5
2026-03-07,46,2,1
2026-03-06,12,12,2
2026-03-05,4,16,1
2026-03-05,38,47,1
2026-03-02,28,44,5
2026-03-07,48,20,4
2026-03-07,9,23,3
2026-03-02,6,34,3
2026-03-07,16,40,2
2026-03-01,7,25,4
2026-03-01,49,6,4
2026-03-01,13,16,4
2026-03-05,46,27,4
2026-03-01,6,47,5
2026-03-04,16,9,4
2026-03-06,36,4,3
2026-03-03,45,12,2
2026-03-07,37,2,1
2026-03-01,8,49,5
2026-03-06,38,30,4
2026-03-07,41,43,2
2026-03-05,48,18,5
2026-03-03,44,35,4
2026-03-07,42,48,2
2026-03-07,33,13,2
2026-03-01,48,35,5
2026-03-07,20,34,5
2026-03-01,50,5,4
2026-03-05,28,40,5
2026-03-06,41,45,3
2026-03-04,19,50,1
2026-03-01,16,9,2
2026-03-02,33,3,1
2026-03-04,19,30,5
2026-03-01,47,20,1
2026-03-02,21,37,2
2026-03-06,46,1,3
2026-03-01,50,24,1
2026-03-06,41,35,4
2026-03-07,30,45,3
2026-03-02,23,38,3
2026-03-07,46,14,2
2026-03-07,44,42,5
2026-03-03,36,9,1
2026-03-05,31,16,1
2026-03-03,39,9,2
2026-03-02,49,22,4
2026-03-05,47,49,3
2026-03-01,41,49,5
2026-03-05,13,22,5
2026-03-05,33,22,1
2026-03-02,27,34,1
2026-03-05,28,2,2
2026-03-02,38,14,3
2026-03-03,28,15,5
2026-03-04,30,34,1
2026-03-07,15,45,4
2026-03-06,18,25,2
2026-03-02,23,25,4
2026-03-03,49,3,4
2026-03-03,20,3,1
2026-03-07,33,14,2
2026-03-04,26,27,1
2026-03-07,24,21,1
2026-03-07,20,16,5
2026-03-05,3,15,2
2026-03-01,32,8,5
2026-03-02,31,6,2
2026-03-04,32,34,1
2026-03-04,28,8,2
2026-03-01,30,3,2
2026-03-06,20,23,4
2026-03-01,22,34,5
2026-03-05,10,1,2
2026-03-01,39,4,2
2026-03-04,23,2,5
2026-03-03,11,31,2
2026-03-06,18,27,3
2026-03-02,4,44,1
2026-03-01,3,25,4
2026-03-02,22,40,5
2026-03-07,9,33,2
2026-03-05,22,49,4
2026-03-04,45,38,3
2026-03-04,6,42,3
2026-03-06,7,46,4
2026-03-07,12,35,4
2026-03-03,48,12,1
2026-03-02,20,4,1
2026-03-05,10,50,2
2026-03-04,16,34,2
2026-03-03,39,48,2
2026-03-03,16,25,5
2026-03-02,45,46,1
2026-03-04,6,47,4
2026-03-04,3,50,4
2026-03-02,46,24,1
2026-03-06,36,45,2
2026-03-01,29,2,3
2026-03-04,28,16,1
2026-03-02,17,15,1
2026-03-04,17,42,2
2026-03-04,2,27,3
2026-03-02,15,40,3
2026-03-03,50,9,3
2026-03-02,42,28,4
2026-03-03,6,40,4
2026-03-07,23,30,5
2026-03-06,39,22,1
2026-03-06,49,12,5
2026-03-01,5,32,4
2026-03-02,18,5,5
2026-03-06,27,7,3
2026-03-03,43,43,3
2026-03-06,35,31,2
2026-03-04,9,27,1
2026-03-03,28,39,3
2026-03-06,33,37,2
2026-03-06,17,19,1
2026-03-02,39,22,1
2026-03-01,48,43,2
2026-03-03,7,31,5
2026-03-07,50,18,1
2026-03-03,45,16,5
2026-03-04,32,18,4
2026-03-05,30,50,1
2026-03-06,40,36,1
2026-03-04,34,13,5
2026-03-02,28,16,3
2026-03-03,10,35,2
2026-03-07,42,29,5
2026-03-03,34,50,5
2026-03-01,23,32,3
2026-03-03,41,25,3
2026-03-07,36,28,3
2026-03-03,29,23,2
2026-03-06,18,42,5
2026-03-05,36,31,2
2026-03-07,3,36,4
2026-03-01,6,42,1
2026-03-06,43,2,1
2026-03-01,33,29,3
2026-03-01,45,31,4
2026-03-05,8,44,2
2026-03-03,17,6,5
2026-03-06,9,15,2
2026-03-06,13,33,2
2026-03-01,37,21,5
2026-03-07,21,38,3
2026-03-04,20,11,1
2026-03-06,19,39,4
2026-03-01,50,37,4
2026-03-02,18,19,4
2026-03-01,44,15,4
2026-03-04,37,11,4
2026-03-01,11,18,2
2026-03-04,38,37,2
2026-03-03,16,40,5
2026-03-01,2,10,3
2026-03-03,30,10,5
2026-03-04,44,10,4
2026-03-03,37,43,1
2026-03-01,6,1,5
2026-03-02,22,4,3
2026-03-01,22,12,2
2026-03-02,25,19,5
2026-03-04,20,30,5
2026-03-05,43,13,5
2026-03-04,19,13,1
2026-03-01,32,50,4
2026-03-07,36,6,2
2026-03-03,49,41,4
2026-03-07,31,22,5
2026-03-03,43,29,1
2026-03-04,17,9,5
2026-03-01,45,17,2
2026-03-07,2,15,5
2026-03-02,48,29,3
2026-03-04,25,23,3
2026-03-03,5,28,3
2026-03-05,46,1,1
2026-03-03,15,31,4
2026-03-06,11,33,4
2026-03-04,2,31,1
2026-03-03,42,22,2
2026-03-05,50,24,1
2026-03-01,2,26,5
2026-03-03,50,33,3
2026-03-06,30,18,2
2026-03-07,12,43,3
2026-03-03,31,50,5
2026-03-03,45,48,3
2026-03-07,22,9,3
2026-03-05,14,45,4
2026-03-04,1,3,2
2026-03-06,38,15,5
2026-03-04,13,46,5
2026-03-05,19,8,1
2026-03-07,43,44,1
2026-03-07,25,37,1
2026-03-01,5,50,5
2026-03-06,4,38,3
2026-03-05,38,40,5
2026-03-02,24,40,4
2026-03-03,10,22,1
2026-03-07,5,38,3
2026-03-02,2,30,5
2026-03-03,42,31,5
2026-03-03,46,17,4
2026-03-06,17,50,3
2026-03-04,21,9,5
2026-03-04,15,49,3
2026-03-01,10,38,5
2026-03-01,34,8,5
2026-03-03,24,34,4
2026-03-04,48,5,5
2026-03-02,43,29,2
2026-03-01,6,46,1
2026-03-02,47,28,3
2026-03-07,42,48,5
2026-03-01,5,38,2
2026-03-01,40,44,4
2026-03-06,18,17,2
2026-03-05,11,1,3
2026-03-03,15,39,4
2026-03-06,35,19,5
2026-03-03,38,32,1
2026-03-01,28,2,3
2026-03-04,35,37,2
2026-03-02,44,41,2
2026-03-07,48,26,4
2026-03-06,31,18,5
2026-03-07,1,14,4
2026-03-01,12,14,2
2026-03-06,41,46,2
2026-03-02,38,25,2
2026-03-03,41,39,5
2026-03-04,32,18,3
2026-03-04,21,38,4
2026-03-02,29,9,4
2026-03-03,33,11,1
2026-03-02,20,24,2
2026-03-03,18,33,2
2026-03-07,25,10,2
2026-03-04,16,24,5
2026-03-06,21,25,2
2026-03-05,42,8,4
2026-03-04,25,10,1
2026-03-05,12,47,3
2026-03-04,19,47,5
2026-03-03,25,27,1
2026-03-07,49,25,1
2026-03-02,26,16,5
2026-03-01,11,43,5
2026-03-02,47,24,3
2026-03-02,43,40,5
2026-03-02,25,38,4
2026-03-04,34,36,1
2026-03-03,29,32,2
2026-03-07,18,16,4
2026-03-03,8,20,5
2026-03-02,17,4,3
2026-03-03,47,18,3
2026-03-07,25,34,3
2026-03-05,31,49,3
2026-03-02,39,23,3
2026-03-06,10,25,3
2026-03-05,26,6,5
2026-03-05,41,6,1
2026-03-04,41,37,5
2026-03-03,17,17,4
2026-03-03,7,11,5
2026-03-07,8,33,2
2026-03-03,41,24,3
2026-03-05,42,10,5
2026-03-06,28,42,5
2026-03-06,27,49,1
2026-03-03,28,2,5
2026-03-07,8,5,5
2026-03-04,42,13,4
2026-03-07,31,32,3
2026-03-07,43,22,5
2026-03-03,27,21,4
2026-03-05,38,1,5
2026-03-04,22,41,4
2026-03-02,7,26,2
2026-03-01,38,21,2
2026-03-06,30,7,5
2026-03-05,26,1,2
